,religion_unigram,religion_bigram,religion_interpolation
file_132,239.17076017678738,0.036299418818484766,0.0411096056218331
file_133,221.6223910502533,0.03777228459747829,0.04375555491651234
file_134,200.46339752712183,0.07869008760481884,0.09299042964118728
file_135,598.5788557036614,0.019620446154405963,0.023365204204586393
file_136,181.721903927865,0.02402681819434555,0.02766795494851129
file_137,294.65430210773997,0.06017424790685469,0.06802953163726577
file_138,268.94468197451084,0.05651529405410303,0.06429978915705349
file_139,370.2019632109486,0.04306406400813783,0.049103024104244955
file_14,282.63944671342256,0.05403003329005664,0.06100288238673069
file_140,404.7457711457378,0.23661429233939005,0.252643233333131
file_141,267.14588388405804,0.1460618100030315,0.15794214998503775
file_142,258.7938461308885,0.06398558687346688,0.07366033043135924
file_143,351.0439522765217,0.08092217805994299,0.08580347819878704
file_144,299.1301138516733,0.035116056815174296,0.038952138885162364
file_145,415.93298389259445,0.04527740046196055,0.05035298319984406
file_146,268.81636694423383,0.05943698870110568,0.06547873570211674
file_147,369.346463197114,0.5168450457648995,0.527674394920357
file_148,288.7274966345702,0.09905460191188875,0.10780596800186601
file_149,273.7860877690798,0.08468726974580612,0.09635045902725609
file_15,454.61604261432683,0.10051431401704036,0.108946699220383
file_150,297.33461945998823,0.2925221535309173,0.33127684942879126
file_151,537.373360228771,0.20244425142179118,0.2312728071912935
file_152,188.21560373274886,0.03070356280293375,0.03535759137681859
file_153,690.107149479585,0.7120369764123404,0.7683903086336697
file_154,549.908434346501,0.529973700889496,0.5682678876651948
file_155,373.2785505092501,0.33823506522273006,0.368449277974651
file_156,184.33082499305962,0.06874613441409924,0.0779925784856182
file_157,187.0948807965994,0.027978008852458304,0.03382197808368549
file_158,393.15538633993305,0.03169552058361198,0.033593069151376206
file_159,350.5903955162897,0.06482103163975965,0.07022424110029553
file_16,398.47395887690647,0.2623327172910057,0.28396874740119976
file_160,280.43253903225894,0.7052642420066543,0.7419312417634268
file_161,385.2282516419047,0.036025320109500665,0.04158784048277828
file_162,329.2784354000749,0.23315482703457371,0.2613520930177499
file_163,217.25011426293767,0.054775777688300734,0.06382172530745642
file_164,302.331372310152,0.0555661173647013,0.06430996403626682
file_165,174.1821497193185,0.16742138335087592,0.20254053853601878
file_166,258.3016927248196,0.06143820091126077,0.06878477275199463
file_167,438.4140156850056,0.13408114371600277,0.14828871834238375
file_168,462.6384944863101,1.230036191690848,1.270096225370618
file_169,260.43643995422224,0.043136125655227876,0.04910730451548499
file_17,387.2299621425852,0.5506835006227999,0.5741381757250575
file_170,354.61512773329724,0.13836416719775693,0.15000689244685286
file_171,698.4467984058005,0.44187973268185804,0.48266051402847593
file_172,308.7757414613794,0.09690988223632829,0.11173518376691077
file_173,387.8375907862183,0.37886382156538934,0.40342243253317545
file_174,261.4880305887066,0.09075291359407144,0.10031363373926294
file_175,335.8951899166172,0.06414954714096957,0.07045012836189869
file_176,491.29285675943197,0.027432416826707367,0.03226848085526497
file_177,202.4900410814841,0.04931512508055992,0.05589634409583546
file_178,363.33974086316823,0.09304067983340775,0.10096680884471511
file_179,529.6207753990307,7.739989634123666,7.96375793280453
file_18,302.0313221445984,0.16084819027285,0.18857247743258698
file_180,202.51409328995814,0.020765740957453586,0.02400326834925412
file_181,236.8568324174528,0.017860546703076737,0.02027553205738586
file_182,385.2340029709896,0.0955833092528461,0.1045330394930964
file_183,464.4334115491871,0.20196428646014558,0.21135765990446762
file_184,273.0538468426607,0.04385227751319624,0.04874662670877437
file_185,400.51947908880584,0.0764402090275452,0.0842009571407105
file_186,382.854283604797,0.29464438322786085,0.3319344317419977
file_187,369.5634017014686,0.07833155211192552,0.08613354295558368
file_188,545.3523475184319,0.05243071079587497,0.05933328026336631
file_189,364.14157469529783,0.3169167949267524,0.34263979695928753
file_19,243.53226683202604,0.06528172704288249,0.07387257911738554
file_190,511.08047389244234,0.3597390236984863,0.3881461049769123
file_191,414.48506124722707,0.06539643771275039,0.07158134744435701
file_192,355.8303396654208,0.11492615335010956,0.12352281132181347
file_193,296.31861407895695,0.09859492876116001,0.11330845564197038
file_194,326.89060871346965,0.08456928989932995,0.09089493652231437
file_195,207.7667614380962,0.053761161858097,0.06338663681490643
file_196,599.0529165402429,0.15776998583476629,0.16432595578162892
file_197,294.4517846339298,0.03139599549380527,0.03606441020839806
file_198,171.61062014788018,0.01901227175015505,0.022644850800874982
file_199,292.0227628580685,0.06447390283489224,0.06902009889865211
file_2,156.59824011793611,0.03963235192650858,0.04601354146161861
file_20,209.77725757834844,0.053039574071221576,0.059472845998989804
file_200,376.19318577321326,0.13021488719207677,0.14914655355979722
file_201,212.73687754543752,0.07264480266285783,0.08211243715855182
file_202,218.1386825691036,0.05623881420507052,0.06520408496106575
file_203,293.0483511404694,0.0533813649739659,0.05896051955657163
file_204,246.27682203680786,0.08463853694636757,0.09472598429532841
file_205,329.2888969540811,0.045732249088118924,0.05027986305942928
file_206,179.30505387364394,0.17979318931734928,0.19570391484902766
file_207,457.4115184788044,0.07881273088633713,0.08752176801199645
file_208,282.33818175790134,0.03618886169410939,0.04168104484667367
file_209,555.9738797285555,5.732889095283705,5.764772302181595
file_21,254.54077084686966,0.044761602714213526,0.05135711133791716
file_210,603.9204822928176,3.1117277068490976,3.1105638608742083
file_211,224.92238485578767,0.04709405336708808,0.05339655793624032
file_212,287.79793708565865,0.02134798216232119,0.02413135845380496
file_213,288.5792142927612,0.05667317590787149,0.06447853353328262
file_214,203.5338765633016,0.03401022496385002,0.03878565777325437
file_215,431.5944801953423,0.10578607838578731,0.11499355716562666
file_216,629.8400031617853,0.02339906084314383,0.02609471838756126
file_217,315.9916622173515,0.07487204599487753,0.08501669764144743
file_218,403.3630299853552,0.19102985231390981,0.20741028125515637
file_219,416.72626182652414,0.19533530509233596,0.2144445739048253
file_22,199.88629384455518,0.015077033628269343,0.01762924934881889
file_220,160.3272544715958,0.03312862640606011,0.037533216993781454
file_221,422.7676262320829,0.15327673714435802,0.16649577331608817
file_222,226.70197884337128,0.04049148199477537,0.04850838465669878
file_223,251.07455055386515,0.0290719134915888,0.033129562821716384
file_224,393.4562290694818,0.16668446253754973,0.17942292315646008
file_225,504.60245272985486,1.7310642539175498,1.8149639836053997
file_226,393.5116624318811,0.12632324650746407,0.13557962557169523
file_227,326.43511072803756,0.08875996983932674,0.09767003933898755
file_228,145.3034576155764,0.015529551431863816,0.018219486547667873
file_229,293.7882613227041,0.0851175557217928,0.09415592767028459
file_23,328.97597298539705,0.09093128318776045,0.10219267297056106
file_230,269.0938214389943,0.11492419347657072,0.12376727114391825
file_231,289.0803050435138,0.06570853387325706,0.07391265962239976
file_232,401.33195656933543,0.31164198649110014,0.3298850166849206
file_233,230.0631901127428,0.08676550216826799,0.09378317911328723
file_234,394.83709783274827,0.1950419482449246,0.21004256207977484
file_235,451.6428304640768,0.2513256572025828,0.2827698848526088
file_236,253.24321400463455,0.19141998325373663,0.2086272481853263
file_237,609.4826858694313,0.12320110526130028,0.13317761740015133
file_238,259.4641219143335,0.05295561629406373,0.05819229916729396
file_239,201.9264331306641,0.09189091739610121,0.10419450128267173
file_24,201.3631165646178,0.08832552330442354,0.09960583835714222
file_240,227.10660403933446,0.03627828331639501,0.040781070504995826
file_241,367.6775895894684,0.22631354206392143,0.2389373499817364
file_242,253.25050592968017,0.06998999468423966,0.07720476776651813
file_243,367.07848127259683,0.03262064279343082,0.03706968061915333
file_244,270.8688566422412,0.04920918250868703,0.054972163270240786
file_245,180.20123981779156,0.047308022856387445,0.0545493793225269
file_246,314.7272119966256,0.03915862482096812,0.04336499693315369
file_247,243.77490287976806,0.07161712062747393,0.07738989906731833
file_248,261.6251259895129,0.1337674553387363,0.1525459135025399
file_249,326.2752975688582,0.09722684631317834,0.1023874661655029
file_25,1010.8404961024016,2.935651886574161,2.6806864357565687
file_26,386.0311502972548,0.15041156962952926,0.16415077172403147
file_27,340.60079986327526,0.034075540586638996,0.03868720998783636
file_28,226.96398191528564,0.22307109312198686,0.24540887219304233
file_29,306.033352756204,0.08893807160029078,0.09908767848729992
file_3,202.04291911934573,0.033308244857360114,0.03805503815824879
file_30,210.1363698016742,0.026226454043141393,0.0298782000742428
file_31,209.39879820976194,0.06359565825133355,0.07381577284357206
file_32,256.4970930619328,0.04262084338018985,0.04827232939141945
file_33,283.66795435565314,0.18059383103505475,0.1970382606355931
file_34,299.8476468250106,0.32414122607246204,0.3434515727510335
file_35,428.9515294709786,0.3778231750972461,0.38239911049050496
file_36,288.37062142202325,0.08591964036440818,0.10180782463084874
file_37,370.79342024896295,0.03136364023216778,0.03341894106277641
file_38,470.46897169338416,0.10715537297313626,0.11990791425309423
file_39,340.7736067775383,0.08875938684985529,0.09898212985902707
file_4,246.57857104761857,0.08623492791604945,0.09584709593642136
file_40,263.4340036656879,0.09904400673374741,0.10966820357397258
file_41,336.2860013248326,0.040043922087492384,0.044222908737111835
file_42,1071.1122198040055,5.465512256210204,5.8806205468748844
file_43,224.5050641181465,0.04338720187891142,0.04841242100387165
file_44,444.02100647814774,0.43623935478056025,0.4794839706866461
file_45,388.2531088107915,0.09187455686549582,0.0993932998991141
file_46,349.9693476419492,0.08833625155124167,0.09744076612337381
file_47,223.96854248132786,0.09079672652133922,0.09978905373444887
file_48,589.5187106313433,0.16357054832041068,0.16478058734544007
file_49,326.2440009564504,0.07440615153907996,0.08208673227101895
file_5,255.05066975863284,0.04876511966373647,0.05470316091074169
file_50,405.6092574680145,0.10550446260501284,0.11052822547268151
file_51,317.17015243526424,0.1375871892993702,0.15066776566854576
file_52,329.2393987968972,0.07975816665418486,0.08545644877004507
file_52,295.3526591707267,1.2278047949776534,1.1070690241534658
file_53,640.748904292696,6.611420639871245,6.788501045167991
file_54,298.77527624498896,0.07996207116949439,0.08801349131287287
file_55,334.4312293782017,0.07393413458236443,0.08196278046912217
file_56,205.06691732586182,0.05692634303012923,0.06481615173400429
file_57,278.9408178506154,0.06408306388260618,0.06777568563688408
file_58,335.41547259207306,0.2341824450836193,0.24847820056380696
file_59,331.1753855595801,0.20028406017496317,0.2166764187868896
file_6,291.75656369812543,0.0736744298154641,0.0855696095286265
file_60,404.6865626549581,0.23584444327400356,0.25590865783090616
file_61,361.8238016881277,0.07134758361639963,0.07951699749770838
file_62,390.546020146194,0.37766151995006125,0.44281999874947753
file_63,228.22275094720135,0.028028658237099675,0.032841945384323196
file_64,220.03862086348195,0.05754149035582955,0.06602421704007137
file_65,181.7763768997253,0.06404464202520355,0.07575073037528604
file_66,349.1957394834618,0.05612417486816611,0.0637741077485123
file_67,554.2395456551484,2.2709252903223365,2.3914058401110316
file_68,309.8878818133823,0.10925744087345395,0.12003867265345287
file_69,230.05172882384124,0.06044780084721574,0.06644618983912076
file_7,229.48006941350033,0.017817673308565634,0.019951202840327906
file_70,417.35240510751015,0.018345914625481304,0.02048375334607775
file_71,599.6696636771835,0.011998336271220442,0.012763245856851572
file_72,271.1518563977351,0.11529277369827397,0.12797646173760638
file_73,156.3979212705499,0.03961767296841716,0.04593653702425718
file_74,328.16613133969025,0.07816168618382058,0.08489740188802437
file_75,299.08682471334447,0.2510160637061457,0.29621903916696535
file_76,193.62151613267267,0.01483008581645073,0.01729104264921927
file_77,412.1708061913535,0.03735595466248998,0.042667987981410006
file_78,173.57735593817966,0.03632605436876684,0.042928640816634105
file_79,385.1926350497349,0.047184041605886774,0.048815057691322834
file_8,306.53642239611685,0.07764409103531834,0.08813394560418947
file_80,250.81004771012834,0.13455153024145328,0.15331035393447545
file_81,256.77576506457893,0.10150835851115826,0.11322027023914001
file_82,208.74739375305174,0.24145393927627906,0.2664619066731101
file_83,361.8790353314101,0.07271124961171838,0.08112846605485961
file_84,267.5797267637827,0.06547842332407333,0.06934218552022911
file_85,338.5960359619889,0.08173756717487995,0.09325146672500435
file_86,187.40965838501387,0.04033434003495515,0.04779743887097375
file_87,270.30611518348564,0.08812010048669208,0.09984872955790661
file_88,430.7754460368596,0.14103359331943172,0.14962909384560436
file_89,257.9014659132324,0.07654571208379392,0.08729869111279366
file_9,328.32994458857206,0.2917944201605065,0.30622399897789093
file_90,346.6480867943044,0.03289340797545685,0.037666856590302285
file_91,254.3146608739507,0.02988855982067357,0.035336429654977526
file_92,338.17362788973986,0.2306491899764269,0.2528734188325794
file_93,533.0445450852786,0.07157997483743862,0.07967741759852519
file_94,259.9084120461145,0.10322837745703091,0.11484687889848705
file_95,415.63326516894926,0.024600370410091877,0.028625702544961835
file_96,274.23433420530006,0.05605666225794318,0.06520499219977063
file_97,182.14026943119904,0.03308529569279789,0.03905314692823889
file_98,390.6248266067587,0.19314918696627198,0.21994890872425993
file_99,171.54035600627884,0.03239963752822577,0.03820015836454219
