,graphics_unigram,graphics_bigram
file_26,371.5909024096711,0.06722630935468323
file_27,297.83230929275925,0.028821360389478305
file_28,272.0210574753615,0.16329063598463958
file_29,433.89703386317757,0.054818921666950245
file_3,187.1546843581862,0.041354160244166195
file_30,225.63555043099046,0.027542294153475068
file_31,161.87803143725804,0.06576113856631201
file_32,260.1515927835208,0.040447871335144416
file_33,330.5187930947261,0.08106139562652019
file_34,191.47905825123954,0.1296134252318184
file_35,309.82321464479924,0.16399694935912879
file_36,140.4361921410217,0.05288029352314606
file_37,656.389115797603,0.24442078579923446
file_38,277.1425922149774,0.04693771474100204
file_39,217.96841755703903,0.051695313506084924
file_4,215.1434690277143,0.04691955730535671
file_40,253.15084378689258,0.07128404189058636
file_41,403.4966448211359,0.058247363736429726
file_42,191.62297353747815,0.038719506821266785
file_43,376.59319000680665,0.174018391871314
file_44,357.9822022203529,0.09153631986842098
file_45,375.5902497096822,0.053538722035977475
file_46,183.17761075595374,0.04714554970479214
file_47,252.32285692431577,0.07329923503134789
file_48,439.51252760189686,0.21467612994438473
file_49,331.83775651684465,0.04151902629614527
file_5,278.6870162291344,0.04528232809063681
file_50,293.5340696790616,0.05593045120280836
file_51,428.89188873421836,0.5176569717413413
file_52,224.9649334957846,0.06036445012013046
file_52,293.9543916149867,0.20166500752048402
file_53,253.83040538826637,0.043227275730574506
file_54,246.57318280470525,0.07357549053288728
file_55,325.04109278755357,0.03587096274137915
file_56,214.6335871162157,0.059276781295408955
file_57,272.45660437000066,0.10815135404720191
file_58,232.81077269876704,0.1367194637367948
file_59,274.8341742105192,0.038736330273711046
file_6,308.7161814809751,0.05427268362567357
file_60,310.39701674007375,0.0794104978084032
file_61,264.9592812724834,0.03586069451273612
file_62,251.36729826063564,0.3924716462257883
file_63,186.14039112421682,0.029226957280797904
file_64,266.3595972394453,0.05913332788390876
file_65,365.9418720825508,0.3258705670037798
file_66,259.045197876279,0.017669427840440635
file_67,213.69194342085902,0.06665547791516074
file_68,449.68729716470125,0.13737737766446015
file_69,201.8107965345179,0.05094532655752411
file_7,207.24632737644805,0.017921655425187148
file_70,287.0090618250517,0.020424664581954244
file_71,231.95743666287706,0.032829182951634776
file_72,510.58580118150564,0.3458597202021684
file_73,331.4895965375946,0.09890810774805271
file_74,426.8427741795099,0.21867561057828702
file_75,229.457195978665,0.3776014481730516
file_76,153.7401121143824,0.0205696814966577
file_77,380.0545987067264,0.1020084037262663
file_78,192.056542050054,0.03818988255189801
file_79,252.56940596487624,0.0731049661208471
file_8,295.39077021872515,0.09506684984664347
file_80,388.04258493898493,0.24149779006445432
file_81,306.72525247153663,0.10285011739272266
file_82,480.4550982064607,0.2100136021139821
file_83,456.66894970333817,0.11267879776278307
file_84,519.0084381760391,0.18906992795855485
file_85,508.6401743710515,0.11790632041086395
file_86,363.3031934491234,0.07513936119924085
file_87,271.75957729545166,0.0788186587095528
file_88,308.04373121003505,0.06047115400510906
file_89,279.3845523112766,0.13646502757399506
file_9,239.115123484925,0.08305897385730412
file_90,260.3037786218585,0.07859777456718915
file_91,283.00571877767726,0.05349801914417468
file_92,281.28789355412556,0.1300984310834718
file_93,638.1847820868578,0.11560210387565559
file_94,234.07862720970087,0.0994265341501237
file_95,273.9099905062349,0.3176320866195503
file_96,238.2995020823092,0.051235445311409514
file_97,285.3392417530581,0.043826297168251864
file_98,226.99488324005435,0.23232576011142342
file_99,499.475421429989,0.5308881733642646
