,religion_unigram,religion_bigram
file_189,364.14157469529783,0.3169167949267524
file_19,243.53226683202604,0.06528172704288249
file_190,511.08047389244234,0.3597390236984863
file_191,414.48506124722707,0.06539643771275039
file_192,355.8303396654208,0.11492615335010956
file_193,296.31861407895695,0.09859492876116001
file_194,326.89060871346965,0.08456928989932995
file_195,207.7667614380962,0.053761161858097
file_196,599.0529165402429,0.15776998583476629
file_197,294.4517846339298,0.03139599549380527
file_198,171.61062014788018,0.01901227175015505
file_199,292.0227628580685,0.06447390283489224
file_2,156.59824011793611,0.03963235192650858
file_20,209.77725757834844,0.053039574071221576
file_200,376.19318577321326,0.13021488719207677
file_201,212.73687754543752,0.07264480266285783
file_202,218.1386825691036,0.05623881420507052
file_203,293.0483511404694,0.0533813649739659
file_204,246.27682203680786,0.08463853694636757
file_205,329.2888969540811,0.045732249088118924
file_206,179.30505387364394,0.17979318931734928
file_207,457.4115184788044,0.07881273088633713
file_208,282.33818175790134,0.03618886169410939
file_209,555.9738797285555,5.732889095283705
file_21,254.54077084686966,0.044761602714213526
file_210,603.9204822928176,3.1117277068490976
file_211,224.92238485578767,0.04709405336708808
file_212,287.79793708565865,0.02134798216232119
file_213,288.5792142927612,0.05667317590787149
file_214,203.5338765633016,0.03401022496385002
file_215,431.5944801953423,0.10578607838578731
file_216,629.8400031617853,0.02339906084314383
file_217,315.9916622173515,0.07487204599487753
file_218,403.3630299853552,0.19102985231390981
file_219,416.72626182652414,0.19533530509233596
file_22,199.88629384455518,0.015077033628269343
file_220,160.3272544715958,0.03312862640606011
file_221,422.7676262320829,0.15327673714435802
file_222,226.70197884337128,0.04049148199477537
file_223,251.07455055386515,0.0290719134915888
file_224,393.4562290694818,0.16668446253754973
file_225,504.60245272985486,1.7310642539175498
file_226,393.5116624318811,0.12632324650746407
file_227,326.43511072803756,0.08875996983932674
file_228,145.3034576155764,0.015529551431863816
file_229,293.7882613227041,0.0851175557217928
file_23,328.97597298539705,0.09093128318776045
file_230,269.0938214389943,0.11492419347657072
file_231,289.0803050435138,0.06570853387325706
file_232,401.33195656933543,0.31164198649110014
file_233,230.0631901127428,0.08676550216826799
file_234,394.83709783274827,0.1950419482449246
file_235,451.6428304640768,0.2513256572025828
file_236,253.24321400463455,0.19141998325373663
file_237,609.4826858694313,0.12320110526130028
file_238,259.4641219143335,0.05295561629406373
file_239,201.9264331306641,0.09189091739610121
file_24,201.3631165646178,0.08832552330442354
file_240,227.10660403933446,0.03627828331639501
file_241,367.6775895894684,0.22631354206392143
file_242,253.25050592968017,0.06998999468423966
file_243,367.07848127259683,0.03262064279343082
file_244,270.8688566422412,0.04920918250868703
file_245,180.20123981779156,0.047308022856387445
file_246,314.7272119966256,0.03915862482096812
file_247,243.77490287976806,0.07161712062747393
file_248,261.6251259895129,0.1337674553387363
file_249,326.2752975688582,0.09722684631317834
file_25,1010.8404961024016,2.935651886574161
file_26,386.0311502972548,0.15041156962952926
file_27,340.60079986327526,0.034075540586638996
file_28,226.96398191528564,0.22307109312198686
file_29,306.033352756204,0.08893807160029078
file_3,202.04291911934573,0.033308244857360114
file_30,210.1363698016742,0.026226454043141393
file_31,209.39879820976194,0.06359565825133355
file_32,256.4970930619328,0.04262084338018985
file_33,283.66795435565314,0.18059383103505475
file_34,299.8476468250106,0.32414122607246204
file_35,428.9515294709786,0.3778231750972461
file_36,288.37062142202325,0.08591964036440818
file_37,370.79342024896295,0.03136364023216778
file_38,470.46897169338416,0.10715537297313626
file_39,340.7736067775383,0.08875938684985529
file_4,246.57857104761857,0.08623492791604945
file_40,263.4340036656879,0.09904400673374741
file_41,336.2860013248326,0.040043922087492384
file_42,1071.1122198040055,5.465512256210204
file_43,224.5050641181465,0.04338720187891142
file_44,444.02100647814774,0.43623935478056025
file_45,388.2531088107915,0.09187455686549582
file_46,349.9693476419492,0.08833625155124167
file_47,223.96854248132786,0.09079672652133922
file_48,589.5187106313433,0.16357054832041068
file_49,326.2440009564504,0.07440615153907996
file_5,255.05066975863284,0.04876511966373647
file_50,405.6092574680145,0.10550446260501284
file_51,317.17015243526424,0.1375871892993702
file_52,329.2393987968972,0.07975816665418486
file_52,295.3526591707267,1.2278047949776534
file_53,640.748904292696,6.611420639871245
file_54,298.77527624498896,0.07996207116949439
file_55,334.4312293782017,0.07393413458236443
file_56,205.06691732586182,0.05692634303012923
file_57,278.9408178506154,0.06408306388260618
file_58,335.41547259207306,0.2341824450836193
file_59,331.1753855595801,0.20028406017496317
file_6,291.75656369812543,0.0736744298154641
file_60,404.6865626549581,0.23584444327400356
file_61,361.8238016881277,0.07134758361639963
file_62,390.546020146194,0.37766151995006125
file_63,228.22275094720135,0.028028658237099675
file_64,220.03862086348195,0.05754149035582955
file_65,181.7763768997253,0.06404464202520355
file_66,349.1957394834618,0.05612417486816611
file_67,554.2395456551484,2.2709252903223365
file_68,309.8878818133823,0.10925744087345395
file_69,230.05172882384124,0.06044780084721574
file_7,229.48006941350033,0.017817673308565634
file_70,417.35240510751015,0.018345914625481304
file_71,599.6696636771835,0.011998336271220442
file_72,271.1518563977351,0.11529277369827397
file_73,156.3979212705499,0.03961767296841716
file_74,328.16613133969025,0.07816168618382058
file_75,299.08682471334447,0.2510160637061457
file_76,193.62151613267267,0.01483008581645073
file_77,412.1708061913535,0.03735595466248998
file_78,173.57735593817966,0.03632605436876684
file_79,385.1926350497349,0.047184041605886774
file_8,306.53642239611685,0.07764409103531834
file_80,250.81004771012834,0.13455153024145328
file_81,256.77576506457893,0.10150835851115826
file_82,208.74739375305174,0.24145393927627906
file_83,361.8790353314101,0.07271124961171838
file_84,267.5797267637827,0.06547842332407333
file_85,338.5960359619889,0.08173756717487995
file_86,187.40965838501387,0.04033434003495515
file_87,270.30611518348564,0.08812010048669208
file_88,430.7754460368596,0.14103359331943172
file_89,257.9014659132324,0.07654571208379392
file_9,328.32994458857206,0.2917944201605065
file_90,346.6480867943044,0.03289340797545685
file_91,254.3146608739507,0.02988855982067357
file_92,338.17362788973986,0.2306491899764269
file_93,533.0445450852786,0.07157997483743862
file_94,259.9084120461145,0.10322837745703091
file_95,415.63326516894926,0.024600370410091877
file_96,274.23433420530006,0.05605666225794318
file_97,182.14026943119904,0.03308529569279789
file_98,390.6248266067587,0.19314918696627198
file_99,171.54035600627884,0.03239963752822577
